level,name,race_eth,age_grp,tenure,count,count_se,share,share_se
region,Capitol Region COG,total,ages65plus,other,1733.0047828197448,252.24573674353812,0.016829611346839333,0.0024253803064011974
region,Capitol Region COG,white,total,owned,195432.57595440693,2327.362760200202,0.7636636859969939,0.005051568559968275
region,Capitol Region COG,white,total,rented,56933.22404078148,1481.6603182703052,0.22246974699253275,0.004959409741003522
region,Capitol Region COG,white,total,other,3548.6549382837643,368.4831779872407,0.01386656701047339,0.001427998588999842
region,Capitol Region COG,white,under35,owned,16892.894874002068,678.7061360224822,0.46632094956729614,0.015736134821327602
region,Capitol Region COG,white,under35,rented,18461.080486123654,913.6318676149031,0.5096100251932705,0.015975624677680038
region,Capitol Region COG,white,under35,other,871.9220388162573,233.8761598209521,0.024069025239433342,0.006346024520326471
region,Capitol Region COG,white,ages35_64,owned,112088.34956168762,1803.0744031762267,0.8207881685280977,0.006332523601744338
region,Capitol Region COG,white,ages35_64,rented,23192.953882165897,948.4162903148804,0.16983479740883217,0.006200084593124988
region,Capitol Region COG,white,ages35_64,other,1280.5451055637122,230.1616357188234,0.009377034063070151,0.0016755498255584937
region,Capitol Region COG,white,ages65plus,owned,66451.33151871727,1323.988252026896,0.7993980795103763,0.007484174563445846
region,Capitol Region COG,white,ages65plus,rented,15279.189672491932,682.6336556249129,0.1838060216630043,0.007330316716988307
region,Capitol Region COG,white,ages65plus,other,1396.1877939037947,167.70909520620762,0.01679589882661944,0.0020065941790763614
region,Capitol Region COG,black,total,owned,19978.959898019686,954.0241729608475,0.4529479753478085,0.016326551374057304
region,Capitol Region COG,black,total,rented,23627.155645522427,1079.3538380099662,0.5356571296750887,0.0163832814890908
region,Capitol Region COG,black,total,other,502.61434464933643,180.36533992358002,0.01139489497710279,0.004059659837837903
region,Capitol Region COG,black,under35,owned,1514.9644885637488,232.21460940379458,0.18481744514142145,0.02704165748129483
region,Capitol Region COG,black,under35,rented,6592.12149216986,622.2424996125455,0.8042030433331979,0.027557412441383652
region,Capitol Region COG,black,under35,other,90,44.85516719079996,0.010979511525380552,0.005484675400872492
region,Capitol Region COG,black,ages35_64,owned,13063.724873586882,809.5073529159044,0.4777011423745904,0.02126283143191399
region,Capitol Region COG,black,ages35_64,rented,13889.727210470233,816.7446465348002,0.5079055644480415,0.02127846434418879
region,Capitol Region COG,black,ages35_64,other,393.61434464933643,174.11167399588803,0.014393293177368234,0.006304277366394356
region,Capitol Region COG,black,ages65plus,owned,5400.270535869055,448.7635122084885,0.6305355458885227,0.031309335112494986
region,Capitol Region COG,black,ages65plus,rented,3145.3069428823346,333.86127661167063,0.36724601425882386,0.031293947714252056
region,Capitol Region COG,black,ages65plus,other,19,14.317808556800252,0.0022184398526534166,0.001674323844296906
region,Capitol Region COG,latino,total,owned,18753.174241918387,887.5075563905018,0.33739618182886955,0.013402388972971436
region,Capitol Region COG,latino,total,rented,36325.511504823495,1344.575024272483,0.6535474329093828,0.013510339069482465
region,Capitol Region COG,latino,total,other,503.3725334261146,151.15672167790026,0.009056385261747691,0.0027077022903796897
region,Capitol Region COG,latino,under35,owned,3281.739452909437,399.5046554818089,0.21766882260896872,0.023466511643588976
region,Capitol Region COG,latino,under35,rented,11728.198297666726,760.4786156985934,0.7778993888483067,0.02353286256326027
region,Capitol Region COG,latino,under35,other,66.81698891595009,35.04142908622597,0.004431788542724609,0.0023276550543914957
region,Capitol Region COG,latino,ages35_64,owned,12842.060609266906,722.7822697722752,0.39610424232582336,0.018093242343739043
region,Capitol Region COG,latino,ages35_64,rented,19207.295406931276,979.2401779399414,0.5924353906880596,0.018229593975201228
region,Capitol Region COG,latino,ages35_64,other,371.5555445101645,134.93590862588036,0.011460366986117111,0.0041367914038498935
region,Capitol Region COG,latino,ages65plus,owned,2629.3741797420407,325.6372847370897,0.3252408079985999,0.03442962487652118
region,Capitol Region COG,latino,ages65plus,rented,5390.017800225491,521.9605607838107,0.6667190078835264,0.03475143220216398
region,Capitol Region COG,latino,ages65plus,other,65,58.42087072171473,0.008040184117873644,0.007194356718120306
region,Capitol Region COG,asian,total,owned,10305.662115873098,602.2717062647048,0.5463331557417288,0.024073685151076385
region,Capitol Region COG,asian,total,rented,7769.189874540634,571.4331116879483,0.4118673767866753,0.023343490751684393
region,Capitol Region COG,asian,total,other,788.4771111884288,337.5280894364091,0.04179946747159595,0.01724399255485165
region,Capitol Region COG,asian,under35,owned,1020.3671223361011,160.09268065238956,0.1988091400680777,0.03095580839461396
region,Capitol Region COG,asian,under35,rented,3748.028309718479,389.91791083840485,0.730268810994184,0.048599889949599934
region,Capitol Region COG,asian,under35,other,364,265.1185719417895,0.07092204893773842,0.048344695729558435
region,Capitol Region COG,asian,ages35_64,owned,8040.893097874266,548.8303636989965,0.6760724438989882,0.028168784515805078
region,Capitol Region COG,asian,ages35_64,rented,3649.984477531781,405.0443693594927,0.3068880404056914,0.02767862690493544
region,Capitol Region COG,asian,ages35_64,other,202.66012227247876,110.87561320288728,0.01703951569532046,0.009215509182524579
region,Capitol Region COG,asian,ages65plus,owned,1244.401895662731,189.6739752381063,0.6772638640308367,0.08244606710303752
region,Capitol Region COG,asian,ages65plus,rented,371.17708729037406,102.53927282764599,0.20201257266978842,0.05288740635502702
region,Capitol Region COG,asian,ages65plus,other,221.8169889159501,177.0448197101744,0.12072356329937475,0.0859003984313847
region,Capitol Region COG,other_race,total,owned,5221.957667184211,501.93238894532084,0.526802008089514,0.03346933073346981
region,Capitol Region COG,other_race,total,rented,4511.604523157511,429.5005383270042,0.4551400976382656,0.0332755038525298
region,Capitol Region COG,other_race,total,other,179,93.67468488338211,0.018057894272220373,0.009357218964370835
region,Capitol Region COG,other_race,under35,owned,766.873046242484,163.19550458353228,0.27356867805982277,0.05150672543644725
region,Capitol Region COG,other_race,under35,rented,1951.346429324772,288.9992295043657,0.6961090440233546,0.05540387615488644
region,Capitol Region COG,other_race,under35,other,85,85.00000000000048,0.030322277916822585,0.029621253358891816
region,Capitol Region COG,other_race,ages35_64,owned,3543.8756756121534,392.7244655014176,0.616447385493285,0.04145774135151519
region,Capitol Region COG,other_race,ages35_64,rented,2141.9939911418423,297.8951203009838,0.37259393851440087,0.041343787531561475
region,Capitol Region COG,other_race,ages35_64,other,63,31.76465338543704,0.01095867599231414,0.005545051991864158
region,Capitol Region COG,other_race,ages65plus,owned,911.2089453295732,266.64837846541667,0.6697736104771869,0.08535800699587744
region,Capitol Region COG,other_race,ages65plus,rented,418.26410269089644,110.61513062750191,0.30744019758383573,0.08264099192616343
region,Capitol Region COG,other_race,ages65plus,other,31,23.259385972151435,0.022786191938977372,0.0173926018173831
region,Charlotte Hungerford HSA,total,total,owned,31133.97442008858,645.2020389960416,0.7616763376843894,0.008437541640638865
region,Charlotte Hungerford HSA,total,total,rented,9103.31357881235,393.98937333602544,0.22270778712493838,0.008299444958707306
region,Charlotte Hungerford HSA,total,total,other,638.3082087225628,92.9449868720669,0.015615875190672208,0.002257096143145646
region,Charlotte Hungerford HSA,total,under35,owned,2321.9309205370523,177.79303929296185,0.5094277561582724,0.029204763104424356
region,Charlotte Hungerford HSA,total,under35,rented,2142.304877836347,193.53851378303594,0.470018103152986,0.029302510454978396
region,Charlotte Hungerford HSA,total,under35,other,93.68412740241433,38.526773611334065,0.020554140688741507,0.008363451483183642
region,Charlotte Hungerford HSA,total,ages35_64,owned,18041.58233624247,505.09653381026254,0.7874887169088333,0.011273123970422754
region,Charlotte Hungerford HSA,total,ages35_64,rented,4571.867272760194,290.58712208980984,0.1995553286515803,0.011085280384980176
region,Charlotte Hungerford HSA,total,ages35_64,other,296.8244671287975,66.63210623073084,0.012955954439586439,0.00288967398048692
region,Charlotte Hungerford HSA,total,ages65plus,owned,10770.461163309055,361.59666651747756,0.8033220006420851,0.012572459764549985
region,Charlotte Hungerford HSA,total,ages65plus,rented,2389.1414282158103,182.88853392630074,0.17819570052110506,0.012220459441546393
region,Charlotte Hungerford HSA,total,ages65plus,other,247.7996141913509,52.10751095684858,0.01848229883680987,0.0038554912929573844
region,Charlotte Hungerford HSA,white,total,owned,28305.628594245893,611.6850253182259,0.7819183882506476,0.008602806506117259
region,Charlotte Hungerford HSA,white,total,rented,7354.39883548234,349.4690695748828,0.20315887579906242,0.008444043876482937
region,Charlotte Hungerford HSA,white,total,other,540.2065327609458,84.41777184344805,0.01492273595028999,0.0023156309176008633
region,Charlotte Hungerford HSA,white,under35,owned,1917.407914042487,147.73915056772339,0.5462777901985256,0.03109887208431841
region,Charlotte Hungerford HSA,white,under35,rented,1500.9997815924119,152.89541072383588,0.42764131605571487,0.0311107064792755
region,Charlotte Hungerford HSA,white,under35,other,91.54264180362706,38.490861936607516,0.02608089374575955,0.010796519901556592
region,Charlotte Hungerford HSA,white,ages35_64,owned,16121.998403864742,479.3738874934236,0.8057564881446194,0.011689688194285012
region,Charlotte Hungerford HSA,white,ages35_64,rented,3653.5992220302114,259.68315554255776,0.1826021318501847,0.011492108041772624
region,Charlotte Hungerford HSA,white,ages35_64,other,232.92683661129132,58.359665164216175,0.011641380005195804,0.002900273326910929
region,Charlotte Hungerford HSA,white,ages65plus,owned,10266.222276338664,351.460718962897,0.8095266709259047,0.012845698315627999
region,Charlotte Hungerford HSA,white,ages65plus,rented,2199.7998318597165,177.1821796990552,0.17346172590604214,0.012529000096426152
region,Charlotte Hungerford HSA,white,ages65plus,other,215.7370543460275,47.322114638427905,0.017011603168053148,0.0037059834234827852
region,Charlotte Hungerford HSA,black,total,owned,601.7830236701178,82.70001343951834,0.5928036108319811,0.060287758659843704
region,Charlotte Hungerford HSA,black,total,rented,413.3643416192642,86.20148239013145,0.40719638916801887,0.06028775865984371
region,Charlotte Hungerford HSA,black,under35,owned,46.43242132628487,25.350807748066977,0.36805679245033057,0.1657943725975824
region,Charlotte Hungerford HSA,black,under35,rented,79.7231673728449,36.53506977307987,0.6319432075496695,0.16579437259758242
region,Charlotte Hungerford HSA,black,ages35_64,owned,404.5247989596775,65.92338626474606,0.5699598533191209,0.0741470855467681
region,Charlotte Hungerford HSA,black,ages35_64,rented,305.2178199352429,77.78598843810904,0.4300401466808792,0.0741470855467681
region,Charlotte Hungerford HSA,black,ages65plus,owned,150.8258033841554,43.02481195525889,0.841431029988507,0.04948563464888301
region,Charlotte Hungerford HSA,black,ages65plus,rented,28.423354311176443,6.736928420807438,0.15856897001149295,0.04948563464888301
region,Charlotte Hungerford HSA,latino,total,owned,1224.526440778325,152.36815428767582,0.5822795681775563,0.045860684733048315
region,Charlotte Hungerford HSA,latino,total,rented,849.5362503485278,123.50845374921282,0.40396645146323173,0.04572410297513814
region,Charlotte Hungerford HSA,latino,total,other,28.92444374875469,15.110252343664644,0.013753980359212034,0.007201529481157017
region,Charlotte Hungerford HSA,latino,under35,owned,202.4862353299397,62.67237622655576,0.3772297932454928,0.09065420493578
region,Charlotte Hungerford HSA,latino,under35,rented,332.7279090452764,77.01582414848288,0.6198687043177796,0.09064385681618607
region,Charlotte Hungerford HSA,latino,under35,other,1.5574440718452849,1.5574440718452354,0.002901502436727585,0.002942455033615369
region,Charlotte Hungerford HSA,latino,ages35_64,owned,852.0110603482383,123.81631658273695,0.6587050724789859,0.056195170164320914
region,Charlotte Hungerford HSA,latino,ages35_64,rented,414.08557938749595,88.51110108616913,0.3201370079297555,0.055834811102856666
region,Charlotte Hungerford HSA,latino,ages35_64,other,27.366999676909405,15.029780089889977,0.021157919591258588,0.011643293557276767
region,Charlotte Hungerford HSA,latino,ages65plus,owned,170.029145100147,62.923467652337855,0.6233838910986372,0.12381746611696498
region,Charlotte Hungerford HSA,latino,ages65plus,rented,102.72276191575551,38.596253554674725,0.37661610890136277,0.12381746611696498
region,Charlotte Hungerford HSA,asian,total,owned,566.6247713000752,75.52996839667632,0.7022223187072373,0.05641410619786351
region,Charlotte Hungerford HSA,asian,total,rented,171.87897184812647,43.50105650652672,0.21301089585490085,0.047824997682177114
region,Charlotte Hungerford HSA,asian,total,other,68.39851017693954,35.8292757733377,0.08476678543786191,0.04165857638257927
